asset_id,date,cpu_mean,ram_mean,disk_usage,logins,failed_logins,tickets_opened,network_mb,incident
1,2025-02-23,19.84808937801448,65.50311401166786,100.0,10,0,0,450.19279208872433,0
1,2025-02-24,26.894941530207813,31.43187174319393,66.26189754879182,8,0,0,490.4418245252924,0
1,2025-02-25,51.871416350725646,58.224596354241754,69.84054717366766,5,0,1,795.9888277780051,0
1,2025-02-26,26.24381746615243,24.25800403553496,88.52355095063282,11,0,0,881.8833280940261,0
1,2025-02-27,31.180897776312385,38.798231417734506,53.4283245796253,15,0,0,390.9661601336312,0
1,2025-02-28,32.6105195313359,31.386545069376034,58.46457338863335,6,1,0,651.0782451651512,0
1,2025-03-01,28.373762410541534,53.55898002889739,54.73481686914966,10,0,0,139.0235798670962,0
1,2025-03-02,23.608582714101175,49.01613998554892,100.0,3,0,0,177.79887800895574,0
1,2025-03-03,45.0629280921444,36.34662195715277,86.71384224130284,13,0,0,274.05862906847636,0
1,2025-03-04,36.69729284390374,46.340908787184745,79.76088158757499,14,1,0,816.0268190150402,0
1,2025-03-05,40.434831529637776,60.523813906208986,25.837868966522457,14,1,0,572.1556849346857,0
1,2025-03-06,45.51593040671666,32.34682556631794,38.39496126512946,15,0,1,503.2106837287862,0
1,2025-03-07,36.65194380120577,53.53405011704462,52.50386572510597,13,0,1,419.92542536648943,0
1,2025-03-08,24.086095627065298,32.74497841108659,100.0,14,1,1,580.4068960093845,0
1,2025-03-09,30.557067399238882,50.65950739567278,85.13977233290704,12,1,0,315.5669351644749,0
1,2025-03-10,30.983035519722982,67.44066467233775,83.08731312708116,6,0,0,488.88306581790897,1
1,2025-03-11,52.82163618536079,53.85411928592682,74.33722073965876,6,1,0,588.4233330626946,0
1,2025-03-12,34.0977233594379,56.716099014246794,100.0,9,0,1,604.7905334215587,0
1,2025-03-13,43.52246489030268,10.188939390328045,65.40240857107227,8,0,0,625.6280026961339,0
1,2025-03-14,58.57662484645301,40.90914645378494,16.06226714116857,15,0,0,489.14102669643756,1
1,2025-03-15,24.828078294546096,52.75003962972184,54.0177885834947,11,1,1,467.09286839006074,0
1,2025-03-16,34.672467297840015,36.84862843299352,55.74308434645671,13,0,0,521.2860455383793,0
1,2025-03-17,23.224716347250634,48.055526972082745,75.79684528336935,17,0,0,449.0357463255271,0
1,2025-03-18,44.35678393147461,64.07332642491238,84.4334412808647,13,1,0,274.18964575655417,0
1,2025-03-19,42.10959968203491,51.6639496722906,62.7806766836184,12,0,1,731.8659606728496,0
1,2025-03-20,38.26133022242118,26.233296354220457,88.48054038413802,13,0,0,463.0195727114022,0
1,2025-03-21,42.563515692873814,23.80463481987334,94.93389473059175,9,2,1,66.0244625918283,0
1,2025-03-22,31.642849271134292,65.19066311197076,100.0,7,2,0,634.4514568827544,0
1,2025-03-23,36.958452550976816,30.32440833577452,78.16505511428943,11,0,0,159.48327915243192,0
1,2025-03-24,92.16960201298579,68.55741952891708,49.92484216873258,15,0,0,602.0592779164647,1
1,2025-03-25,40.17659020469123,34.11384280269802,73.73533528954157,7,0,0,348.9234135293355,0
1,2025-03-26,40.73966959201675,18.696394231369695,100.0,16,0,0,439.0892723025485,0
1,2025-03-27,29.243621737622263,46.83014721968042,100.0,8,0,0,480.78802005507004,0
1,2025-03-28,54.750273536307816,44.29103021056486,38.840953646466644,12,0,0,419.92372796333643,0
1,2025-03-29,34.25566570899954,54.31008146326017,73.55402001866507,14,1,0,232.93112825797976,0
1,2025-03-30,34.29834288541353,20.08558599726013,78.59236438265171,7,1,0,541.5375374326222,0
1,2025-03-31,34.60444846143345,55.22251046058936,70.56636752260923,8,0,0,505.95122789914905,0
1,2025-04-01,24.575151257728614,64.16890243857247,64.7794549350641,8,1,0,526.9969441639378,0
1,2025-04-02,21.505364285744765,53.78255191287869,84.26799180410892,8,0,0,509.403442624749,0
1,2025-04-03,30.54497478599228,66.80076715676552,100.0,7,0,0,395.4279945693463,0
1,2025-04-04,15.663216988924397,26.889062525304382,48.58843840645665,5,2,0,636.5246472914292,0
1,2025-04-05,36.66452208213056,52.38676896012224,75.78337287815636,7,0,0,991.0600279821788,0
1,2025-04-06,30.040309536735293,42.4782765656206,62.53201463246861,7,0,0,265.28595859757496,0
1,2025-04-07,28.872113095156138,39.18447660096024,75.7173078144981,11,0,0,566.891357997405,0
1,2025-04-08,43.8410083655918,30.739743128920097,53.1818240390429,7,0,1,498.3443850899901,0
1,2025-04-09,47.05628077952837,50.147025765253105,96.47749607574426,11,2,1,273.6367715734608,0
1,2025-04-10,40.024166321870275,57.86168897576108,90.17041649557163,13,2,1,806.337760248183,0
1,2025-04-11,28.10459678919634,52.42433276342288,78.36505109572,10,0,0,580.0824058476874,0
1,2025-04-12,21.401438590200808,56.193803490408314,82.9096836228215,13,1,1,932.650944661092,0
1,2025-04-13,36.75545829890508,51.127685225661395,66.27255211273817,12,0,0,419.06683533859075,0
1,2025-04-14,29.410781527284115,50.658178125967815,100.0,12,0,1,486.84994778540243,0
1,2025-04-15,39.40014450053332,37.46918663471083,49.57534365738574,5,1,1,641.6712894598706,0
1,2025-04-16,60.937374594456564,54.49901253455364,45.45480438158285,9,0,0,832.0273906896484,1
1,2025-04-17,22.48460575809556,66.65646906109889,68.35697643214863,19,2,1,723.4591663176255,0
1,2025-04-18,36.9652116970147,55.63505636382769,68.20528611425547,5,1,0,788.0234430898945,0
1,2025-04-19,36.28104414910789,34.78422513787679,86.81287097977449,8,0,0,369.4752041395218,0
1,2025-04-20,59.722794622726596,37.56200732989073,90.4704304493132,5,1,0,281.274210787321,0
1,2025-04-21,40.24888778663951,71.7243763563805,52.47362664051637,8,0,0,507.5320466335875,0
1,2025-04-22,52.976865268495224,54.61264291900515,58.57642020434406,6,1,0,614.5165562712317,0
1,2025-04-23,35.59630369920174,35.295948334416394,83.96446627227179,8,0,1,578.6970770843499,0
1,2025-04-24,55.75260872625265,34.66218272865648,100.0,5,0,0,539.5821566925296,0
1,2025-04-25,24.68423753129842,37.060526436806704,82.37373095695811,10,1,2,725.8648875079001,0
1,2025-04-26,29.977442838058764,48.1739245557059,91.82092204329335,12,0,0,477.85331418386085,0
1,2025-04-27,37.24451818559972,60.70647453918232,100.0,10,1,0,408.223147426212,0
1,2025-04-28,49.76540349725896,65.70137031221176,57.488745969809415,6,1,1,579.1607066874818,0
1,2025-04-29,33.43269601777474,60.9360226481268,25.31147115371595,11,0,1,547.0399657709402,0
1,2025-04-30,46.077204502817004,34.378817007087875,38.88202699020209,4,0,0,445.5208059000382,0
1,2025-05-01,19.43418101340249,38.578272585511314,100.0,6,0,0,670.0443484226986,0
1,2025-05-02,47.145092853053484,43.657160846281414,77.25311244502338,14,0,0,759.7477007887593,0
1,2025-05-03,42.2762954363698,45.77918828710949,84.65280154431159,8,0,0,483.8566839782835,0
1,2025-05-04,36.393425936212644,51.78802337732002,67.32840317389568,10,1,0,717.1732683735612,0
1,2025-05-05,25.615320897941515,54.664022392639524,75.53138305189856,9,0,0,369.85729253098214,0
1,2025-05-06,36.504189051435766,50.47441503699338,100.0,14,0,1,488.4762405932829,0
1,2025-05-07,41.38730222029184,27.854926309042746,100.0,5,1,1,270.7309213962624,0
1,2025-05-08,38.40600019099858,66.52772323785078,81.28805975786533,9,1,1,571.1101259348706,0
1,2025-05-09,33.499444129674735,46.88364680207313,66.5385635143226,8,0,0,503.1158095162935,0
1,2025-05-10,19.472729321839623,40.446960216342035,44.13709352707684,12,0,0,379.8052073993278,0
1,2025-05-11,10.005942851264269,79.36413858886112,42.20855066472808,11,1,1,170.92025060862164,0
1,2025-05-12,32.47314311999036,50.88126794551304,66.2220662443105,5,0,0,610.614655288096,0
1,2025-05-13,36.798941511534785,65.880034295169,88.36633212004625,12,0,0,185.89987927536458,0
1,2025-05-14,25.30800389686234,53.26555953363806,100.0,5,0,1,544.4565434916568,0
1,2025-05-15,29.210367448058292,45.95532590477424,79.43922666493218,11,1,0,527.8430817289806,0
1,2025-05-16,46.494197282637145,40.486439709579614,64.4935355298914,7,0,1,650.2751974151892,0
1,2025-05-17,37.394774617058964,33.26973544638589,100.0,14,0,0,252.4358111825768,0
1,2025-05-18,44.638791167949094,78.15784502387027,58.85016429984333,11,1,0,226.0394040841844,0
1,2025-05-19,51.77700814076441,36.69617637438008,81.37966158370551,8,0,1,825.6793246257076,0
1,2025-05-20,28.50722454933993,26.64089599856615,70.68166936518452,7,1,0,346.00535378827163,0
1,2025-05-21,47.27668992473292,26.855384719631918,100.0,10,0,1,583.8038018732091,0
1,2025-05-22,36.69360824036078,23.794282546425297,67.775478773026,13,1,1,319.21847170704206,0
1,2025-05-23,35.72996755973357,56.701172695748745,71.50374175212372,11,1,1,745.4100119940304,0
1,2025-05-24,27.140105394920504,25.031505696633328,33.27589253793407,9,0,0,601.5982653825088,0
1,2025-05-25,37.513056408063804,44.97674241246146,62.30316236105749,16,1,2,592.7944565846918,0
1,2025-05-26,29.928769399434096,41.454678943665066,46.2417438271587,12,2,0,429.3967886548876,0
1,2025-05-27,34.74973041254856,57.266494488004305,97.80415098034626,6,0,0,611.5620612703724,0
1,2025-05-28,40.077576703115,45.80982627668689,33.95182185011566,10,0,0,370.6940957615125,0
1,2025-05-29,50.30750832343698,63.28142777545975,65.73114258139584,6,0,0,798.1452273699904,0
1,2025-05-30,35.15686713795602,34.06902477938395,39.314027472310826,11,0,0,682.4870498518333,0
1,2025-05-31,21.33121301584579,41.62851897160975,46.59773947881281,13,1,0,139.60391248399606,0
1,2025-06-01,29.537555517475173,50.877060081038195,40.421768624517426,18,0,0,536.6719839558311,0
1,2025-06-02,23.06940045089764,44.398672310151696,93.3643544363373,10,0,0,327.4189322499003,0
1,2025-06-03,28.309272613400836,60.59857031094115,57.88768920526272,10,1,0,865.2019427093873,0
1,2025-06-04,35.320041490657665,33.69873194480725,79.19944285878233,10,0,0,364.4569260495788,0
1,2025-06-05,26.975072667883527,64.48216987270578,50.38165114079405,13,0,0,234.4163856625454,0
1,2025-06-06,46.85704154662997,55.784299659976,89.92095371611633,11,0,0,348.6409822861078,0
1,2025-06-07,41.4168743715465,63.36940630839498,58.33284055545303,11,2,0,507.7183880454066,0
1,2025-06-08,24.551908059789664,15.504651159359973,100.0,16,0,0,279.35832685566334,0
1,2025-06-09,21.594468199961717,58.69500330411449,76.08252341339619,7,0,1,553.1796959627696,0
1,2025-06-10,24.61198171997444,52.54350607371204,76.52549341693371,16,0,0,506.06233149886845,0
1,2025-06-11,29.713833182502434,53.7954602813264,94.76566142867271,12,0,0,504.25431534721235,0
1,2025-06-12,53.11375028664982,54.35323285352456,76.57304320746418,13,0,0,680.0457317830471,0
1,2025-06-13,32.90976742713975,32.2421931868605,58.389531003905546,10,1,0,617.7156808841219,0
1,2025-06-14,33.65982833327082,45.22032292093795,54.3020337383552,18,0,0,629.6560867687718,0
1,2025-06-15,48.29066160103808,13.588190585043343,81.78113894811736,11,0,0,567.7441005739271,1
1,2025-06-16,19.743436854299052,63.93876155140773,58.96283708215107,11,0,0,1011.6398571336505,0
1,2025-06-17,51.309291812629404,59.34660522521433,57.504209061318946,13,0,0,665.5700191924836,0
1,2025-06-18,41.963874474567156,59.32957812855766,71.76813772583695,9,0,0,795.5060162110524,0
1,2025-06-19,39.80059580086683,24.518069667117295,73.79695672424928,9,1,0,615.3516132386144,0
1,2025-06-20,46.986413719910516,15.939565252853104,44.93303613756228,9,0,0,569.7288688668441,0
1,2025-06-21,36.40886246911204,18.473409516557226,76.46335428369562,7,2,1,470.47948274026623,0
1,2025-06-22,34.724850949493636,71.58377395004617,100.0,13,1,1,408.58074868274565,0
1,2025-06-23,25.236247287166286,31.61316240964645,77.10044908843032,7,1,1,455.77738094229966,0
1,2025-06-24,10.757597397270583,58.26068094541574,84.73687794184866,18,1,0,443.7344885763573,0
1,2025-06-25,42.94264679621827,26.18565865246126,75.87115864333259,11,0,0,228.68363907531898,0
1,2025-06-26,41.32961751509826,38.25635942662078,90.35002458168363,12,1,0,1032.6364700239646,0
1,2025-06-27,22.33659494374296,44.13024078851649,61.03239561892235,9,0,0,902.0018578600003,0
1,2025-06-28,33.1710355889516,65.62314628722277,57.080716417509294,6,1,0,340.1615986699493,0
1,2025-06-29,32.08188731084456,21.552137869550144,87.66219554294318,10,0,0,484.4325605974396,0
1,2025-06-30,48.09472896350713,36.47786505248498,33.384631032102675,13,1,0,540.1303607911374,0
1,2025-07-01,22.80885388680783,46.76581826071365,89.65146927255554,8,1,1,631.2721739657097,0
1,2025-07-02,25.44877420650647,51.353985983901914,100.0,5,1,1,286.49341714914544,0
1,2025-07-03,46.48733482929439,66.48513046826253,46.21977435239931,10,1,0,448.94961157954936,0
1,2025-07-04,37.709745388461926,49.56289379330133,100.0,8,1,0,570.1570351509619,0
1,2025-07-05,30.016376078075535,59.890328083691884,80.9163434912403,13,0,0,332.0238206978529,0
1,2025-07-06,51.15375689469442,40.1651929618299,94.34317041650993,8,0,1,804.2632103844903,0
1,2025-07-07,23.209602088401976,62.815190826923455,60.70765405403214,8,1,0,540.2319311745679,0
1,2025-07-08,40.13907849658915,47.69372672909397,77.01260198547118,13,0,1,597.8374260295327,0
1,2025-07-09,60.61259256511367,30.382060429940378,92.14161338573945,10,5,0,475.92376720928036,1
1,2025-07-10,38.319803305690144,47.857495196685996,84.1890363427808,8,2,1,412.90272588603136,0
1,2025-07-11,29.64036554885952,57.12086697421718,77.34574626802682,5,0,0,867.6367353590244,0
1,2025-07-12,18.936229943908195,56.68851051470412,91.00221192217829,7,0,1,327.2097557158388,0
1,2025-07-13,27.66212026214636,45.54095087204441,76.9506075231615,5,2,1,732.7017535909974,0
1,2025-07-14,16.89967596727421,34.680991997442334,99.48112104976161,9,1,0,429.5973850293052,0
1,2025-07-15,25.345020141709444,45.452423588026875,64.86824139635652,11,0,0,19.449213020062587,0
1,2025-07-16,27.57529414301952,25.199662331689414,57.76461818189429,6,1,0,492.5926405903176,0
1,2025-07-17,19.952796259689975,56.40083945534404,71.64879505869007,7,0,0,208.4897001070139,0
1,2025-07-18,39.8014613622237,85.9630084983535,77.5470140552646,9,1,0,463.9020422136732,0
1,2025-07-19,34.81441994233933,61.142194689600196,62.017762955945,9,0,1,369.4206455176876,0
1,2025-07-20,44.21247684910345,36.864415178418064,72.89735329315111,12,0,0,377.0454269686163,0
1,2025-07-21,32.88869761172305,30.192307092732243,67.3748606581539,4,2,0,515.3703765917536,0
1,2025-07-22,37.067240472449946,56.384079001829214,77.63077125178663,6,0,0,627.3192651643658,0
1,2025-07-23,34.66770009355539,41.8782471409119,67.42924977122138,11,0,0,123.6301909004722,0
1,2025-07-24,43.55460008682645,64.3098658522821,79.4195700741356,9,0,0,669.1203028933903,0
1,2025-07-25,48.92465300064329,41.24930228101571,75.77387258559715,15,0,0,552.0643677542441,0
1,2025-07-26,50.85646492885733,56.69350090860572,50.2642790852091,6,0,1,796.4044987231581,0
1,2025-07-27,35.49578520484707,42.5798368252231,41.74663163657946,4,0,0,742.6632818371284,0
1,2025-07-28,22.65651128120078,36.11303611270659,69.47188486082146,12,0,0,556.0322317639213,0
1,2025-07-29,33.97871559965001,51.13887581395864,48.037090439383064,10,1,1,427.6377321534865,0
1,2025-07-30,46.73124637586641,50.544632882971406,67.85395711991542,9,0,0,589.5433851620555,0
1,2025-07-31,50.72814640917181,48.75678611591666,65.61687960573876,8,0,0,745.5441754278356,0
1,2025-08-01,15.207001896242122,56.21865384176301,48.54513948520387,9,0,0,547.84937282223,0
1,2025-08-02,37.91861762000015,58.491974567223686,100.0,7,0,0,725.4716486349516,0
1,2025-08-03,37.537396614945735,52.0153975764815,91.71572649878695,6,0,1,519.5966306941791,0
1,2025-08-04,38.77100393902187,44.56105779472532,92.52100501544336,11,0,0,489.72125528230276,0
1,2025-08-05,37.40471249330207,8.703821288823562,100.0,9,1,1,446.0562936885328,0
1,2025-08-06,33.05091719647319,62.00655145300597,81.87113444561723,12,1,0,-88.07772693285608,0
1,2025-08-07,28.73282775410035,57.93590208574138,89.06250090752174,8,2,0,602.6170840194586,0
1,2025-08-08,41.971028559082725,62.73680739907956,81.69006432238618,11,0,0,589.9311813251701,0
1,2025-08-09,28.248217250256182,42.83221993926723,54.15160158000077,10,0,0,438.40769407219193,0
1,2025-08-10,33.20789525374611,46.23769048984784,66.77271253980939,8,0,2,358.0855414093551,0
1,2025-08-11,32.35485158689389,14.942064533898698,82.70836060418452,9,0,1,252.1483210293055,0
1,2025-08-12,53.005111815108535,63.58419529409156,74.19318830549251,7,2,0,401.6727628735905,0
1,2025-08-13,49.70154836285601,58.34874498847753,33.333176709871346,6,0,3,494.383226881404,1
1,2025-08-14,28.738099677784334,45.230684720581586,89.10192758882953,12,0,0,293.4261542825892,0
1,2025-08-15,30.237791264553408,58.11583771069091,75.2512265800385,9,0,1,538.7179822735088,0
1,2025-08-16,10.61182841723571,42.985812567205436,98.45496272199881,12,3,0,685.2430804483184,0
1,2025-08-17,41.15771149771142,63.05826655753224,67.21107448638001,17,0,0,409.9621470297177,0
1,2025-08-18,20.954357429303585,23.75253547380799,94.70243643897057,14,1,1,435.98160381112194,0
1,2025-08-19,19.462412339839357,57.26834487037543,77.52819052195034,12,1,0,319.5896891284979,0
1,2025-08-20,31.713815242510154,54.047811466235146,59.11771995771615,5,0,1,467.44141878554115,0
1,2025-08-21,32.714000846599816,30.084759380872317,18.75332682409379,10,0,0,461.7944474799662,0
1,2025-08-22,55.17907963833238,48.24475322352751,91.0722479848732,13,1,0,355.3074382259424,0
1,2025-08-23,32.62304875310359,47.883521462928464,89.6170689827495,10,0,0,351.5540959616731,0
1,2025-08-24,36.647608412365166,45.76331552784027,73.46683328740816,13,0,0,548.7906395817,0
1,2025-08-25,27.568657352320162,33.044957946267274,100.0,10,4,1,478.4881736282183,0
1,2025-08-26,28.37869154532401,36.03287420271961,76.77629201621474,13,0,1,301.16398151964256,0
1,2025-08-27,41.939682289219576,57.72843051713622,82.77035721188972,8,10,0,452.6462794071881,1
1,2025-08-28,26.64857098369977,76.3430808254216,37.846779457638824,10,0,0,536.9481157791449,0
1,2025-08-29,56.87649874550019,16.58290396744553,58.72599649884198,6,0,0,483.3932793014454,0
1,2025-08-30,30.70755579701338,53.828299046560794,38.03751296232505,9,0,0,592.4345332163886,0
1,2025-08-31,40.48708267985032,36.282809318249754,70.53362114221072,6,1,0,614.4185556809844,0
1,2025-09-01,37.32155949742035,26.95301096974961,69.87296886454263,9,0,0,812.4510263900843,0
1,2025-09-02,43.82333062323409,38.218645007503795,60.59915704480997,9,0,0,553.1756459304097,0
1,2025-09-03,27.420077774813265,21.50475400553861,43.11771059273626,17,0,1,179.34790663681008,0
1,2025-09-04,87.81677543274031,26.327531426727646,55.79837761919125,15,0,0,380.45809725338154,1
1,2025-09-05,30.929636870732196,55.294776854350516,72.11788906230468,9,0,1,616.8825960944969,0
1,2025-09-06,33.10879609222967,58.82475167886689,67.44901759244931,10,0,0,802.2309860494695,0
1,2025-09-07,31.337684606817383,51.658203453261535,70.22283126097516,9,1,0,641.9282581011614,0
1,2025-09-08,25.478211932606506,51.339825982524054,72.18941208094579,8,0,0,710.5057882699326,0
1,2025-09-09,28.24291920838388,45.512286262320366,48.25508122274395,7,2,0,282.8349742229629,0
1,2025-09-10,32.482693180074946,62.00435207788574,48.75405689667252,7,3,0,260.34332285056837,0
1,2025-09-11,29.015740646564396,48.42864791276846,100.0,11,1,0,576.6200424146441,0
1,2025-09-12,11.908162687151346,47.35580408102176,91.63884119481699,12,1,1,699.1064938166162,0
1,2025-09-13,39.39501230620226,56.68404755268171,79.15545732303772,17,0,0,834.8984866695075,0
1,2025-09-14,27.875058071917625,66.66630582230538,68.79422017216777,7,1,1,590.9590339284761,0
1,2025-09-15,41.98828420202535,51.314594165840845,79.84037695985599,10,0,1,394.7930314664839,0
1,2025-09-16,41.934789119139936,39.11981040121306,91.19872768093244,7,0,2,623.4011899153395,0
1,2025-09-17,35.69746848841049,35.403532088338004,49.9505613678821,8,0,0,279.64136041602126,0
1,2025-09-18,29.64198536947702,19.3896306361058,47.66951120102682,12,0,0,747.1623240013878,0
1,2025-09-19,32.05735128206443,37.07944503220567,59.85848768952989,22,0,0,166.3096896177904,0
1,2025-09-20,32.69599285794233,31.136502835975435,87.80396822249574,9,0,0,707.0498669447505,0
1,2025-09-21,17.525469153049347,43.07937440588083,88.96892699723071,4,1,0,242.80904525703477,0
1,2025-09-22,49.98582572011868,63.71635251114323,93.79822794482335,11,0,0,702.7351481087727,0
1,2025-09-23,40.514762752395235,50.10883824600745,77.81391841856288,12,0,0,234.7055743377834,0
1,2025-09-24,31.728818034111878,20.646671429653,67.80460992367715,14,2,0,599.4970514611316,0
1,2025-09-25,37.25307922040942,39.45709606749962,67.37054808656664,7,1,0,665.2094342883013,0
1,2025-09-26,22.077373048943812,55.34561707867792,59.94050458897314,7,1,0,552.6974430662119,0
1,2025-09-27,25.838080845187577,32.522666876543326,68.65643419901289,12,1,2,356.84800217784965,0
1,2025-09-28,35.759552679160876,56.140236275395836,79.64497905361314,12,0,0,252.46751553454044,0
1,2025-09-29,36.53831916078257,56.49701052167394,35.64411808383478,9,1,0,556.9737286980835,0
1,2025-09-30,43.30709850496089,29.740141383038928,37.69267097446548,8,0,0,92.89383143642544,0
1,2025-10-01,34.86162253905763,34.654083389037396,60.13754355200456,11,0,0,788.7264006937628,0
1,2025-10-02,40.42704397976724,29.41710315319679,72.71437181095997,12,0,0,532.9820286853114,0
1,2025-10-03,64.49094425308725,63.6701937110518,42.978512675839575,13,0,2,235.50840865128595,0
1,2025-10-04,42.076364237084874,45.13557279768461,91.29753478580476,10,1,1,71.94682424440418,0
1,2025-10-05,55.56543564829541,28.036673470111264,79.47264153622909,7,0,0,314.7237740036923,0
1,2025-10-06,36.12104946824517,71.16958759888021,64.37960705456828,8,0,0,584.993223249509,0
1,2025-10-07,21.22382499245763,36.52838993743587,90.42766590858797,9,0,0,917.688554573985,0
1,2025-10-08,35.00445494187545,25.542470671726853,90.30456183330145,11,0,0,451.75378674052973,0
1,2025-10-09,26.04653677636976,38.87848741259669,50.08369210419542,9,0,0,630.2272483647314,0
1,2025-10-10,34.542997689032205,33.52512076865809,100.0,12,0,0,691.6953055209509,0
1,2025-10-11,38.72105472606863,50.83738793501893,68.9375869396491,8,0,0,744.7137764837255,0
1,2025-10-12,34.09875259008989,60.350783724411016,66.3083067350937,7,1,0,360.3608933816782,0
1,2025-10-13,36.915392994448304,36.60386289606777,66.12101199114693,13,1,0,367.3391356450966,0
